,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,MZZONE_A,MZZONE_C,MZZONE_I,MZZONE_RH,MZZONE_RL,MZZONE_RM,YEAR_BUILD,AGE_BUILD,Actual_price,Predicted_price,YEAR_SALE,YEARS_PASSED,Today_price
5002,3,1214,43,2,1,4,1,0,1,2,2.4,3.3,2.4,2.76,0,1,0,0,0,0,0,0,1,1996,17,9601227.999999994,9531132.0,2013,9,14785914
6578,6,1638,6,1,1,4,3,0,3,2,3.2,4.7,4.6,4.135,0,1,0,0,0,0,0,0,1,1991,21,12818611.000000006,12383516.0,2012,10,20171442
961,1,1347,41,2,2,4,2,0,1,3,3.3,2.3,3.9,3.24,0,0,1,0,0,0,0,1,0,1981,31,8814620.999999994,8958060.0,2012,10,14591735
2334,1,1028,11,1,1,3,2,1,1,1,3.0,4.0,3.0,3.3,0,1,0,0,0,0,0,1,0,2001,11,7477049.000000002,7318687.5,2012,10,11921370
6068,2,1278,28,2,2,4,4,0,2,3,4.6,2.5,3.5,3.63,0,0,1,0,0,0,0,0,1,1984,24,12303433.999999994,12323455.0,2008,14,24399597
2975,6,1730,180,1,1,4,2,1,1,1,2.0,2.0,4.6,3.04,1,0,0,0,0,0,0,1,0,2002,12,20341786.00000002,20249658.0,2014,8,29917967
99,3,1089,0,1,1,3,4,1,1,2,2.7,2.9,3.1,2.9,0,1,0,0,0,0,0,1,0,1981,32,9330756.00000001,9376281.0,2013,9,14545689
4363,3,1125,131,1,1,3,4,0,1,3,2.8,4.5,4.2,3.9,0,1,0,0,0,0,0,0,1,1979,34,9712023.999999989,9761140.0,2013,9,15142731
3291,7,1649,66,1,1,4,2,1,3,1,4.9,5.0,5.0,4.97,0,0,1,0,0,0,1,0,0,1994,19,13008841.000000019,12880896.0,2013,9,19982497
3969,1,1009,148,1,1,3,4,1,3,3,4.9,3.3,2.7,3.54,0,1,0,1,0,0,0,0,0,1962,49,5578040.000000003,5507875.0,2011,11,9420335
2949,1,508,34,1,1,2,3,0,3,2,3.6,4.7,5.0,4.49,1,0,0,0,0,0,0,0,1,1983,26,7480724.999999997,7642210.0,2009,13,14410526
3516,7,1877,131,2,1,5,3,0,2,3,3.6,3.9,2.8,3.315,0,1,0,0,0,0,0,1,0,2001,12,14294780.000000004,14186916.0,2013,9,22008563
2262,4,1539,88,2,1,4,3,1,3,3,3.4,5.0,2.3,3.79,0,1,0,0,0,0,1,0,0,1983,23,10393086.999999987,10185431.0,2006,16,22233518
6470,2,668,128,1,1,2,4,0,1,3,2.1,4.7,4.4,3.77,0,1,0,1,0,0,0,0,0,1988,19,5290115.000000001,5387946.0,2007,15,11201152
433,7,1736,60,1,1,4,1,1,2,2,2.2,2.4,3.0,2.61,0,0,1,0,0,0,0,1,0,2002,10,14605409.999999993,14545249.0,2012,10,23692677
5293,7,1872,194,2,1,5,2,1,1,2,4.8,2.7,3.5,3.69,1,0,0,0,0,0,0,0,1,2001,6,23378515.999999993,23189306.0,2007,15,48208901
473,7,1517,131,1,1,4,5,1,2,3,4.0,4.4,3.6,3.92,1,0,0,0,0,0,0,0,1,1967,43,20689845.00000001,20205136.0,2010,12,36285521
4615,5,2326,58,4,2,6,3,1,3,3,4.8,2.9,3.4,3.67,0,1,0,0,0,0,1,0,0,1990,19,12805400.000000004,12725853.0,2009,13,23996493
6080,3,1005,120,1,1,3,3,1,3,1,3.0,2.5,3.3,2.89,0,0,1,0,0,0,1,0,0,2005,9,8878064.000000004,9036968.0,2014,8,13351717
229,4,1643,52,2,1,4,2,1,2,2,4.8,3.6,2.4,3.54,1,0,0,0,0,0,0,0,1,1977,31,16425768.000000017,16342562.0,2008,14,32357154
1921,5,2179,37,3,2,5,4,1,3,2,4.8,2.7,2.5,3.25,1,0,0,0,0,0,0,0,1,1992,18,19391563.00000002,19116708.0,2010,12,34330860
712,2,600,96,1,1,2,4,1,1,1,2.2,2.8,3.3,2.87,0,0,1,0,0,0,1,0,0,1991,17,7045108.000000003,7318401.5,2008,14,14489934
1454,6,1958,82,2,1,5,2,0,3,1,2.9,3.2,2.6,2.855,1,0,0,0,0,0,1,0,0,1985,22,20514550.999999996,20631922.0,2007,15,42892284
2695,1,948,197,1,1,3,2,0,3,1,4.7,4.6,2.5,3.79,1,0,0,0,0,0,0,1,0,1974,36,8250130.0000000065,8024847.0,2010,12,14411472
4653,3,977,104,1,1,3,5,1,3,3,5.0,2.2,3.2,3.34,1,0,0,0,0,0,0,1,0,1995,19,14158882.000000019,14033325.0,2014,8,20733612
2414,2,682,6,1,1,2,5,0,3,1,4.8,4.0,2.9,3.69,1,0,0,0,0,0,0,1,0,1996,14,10202930.999999983,9679601.0,2010,12,17383172
2685,6,1779,46,1,1,4,3,1,3,3,4.7,2.8,5.0,4.345,0,1,0,0,0,0,0,1,0,1986,23,14230713.000000004,13976002.0,2009,13,26353836
3507,2,1290,108,2,2,4,5,0,2,2,3.3,3.3,4.4,3.85,0,0,1,1,0,0,0,0,0,1982,27,8895974.999999985,8885466.0,2009,13,16754871
1299,1,1637,100,2,2,4,3,1,1,2,4.0,4.8,2.6,3.68,0,1,0,0,0,0,0,0,1,1967,44,10009580.00000001,9848568.0,2011,11,16844393
6923,7,1840,101,2,1,5,1,1,3,2,2.3,3.3,3.6,3.135,0,0,1,0,0,0,0,1,0,1972,41,14479426.999999989,14595522.0,2013,9,22642445
307,4,1987,158,3,2,5,2,0,3,3,3.7,3.0,2.9,3.15,0,0,1,0,0,0,1,0,0,1995,11,11747604.999999998,11457796.0,2006,16,25010931
5757,4,1541,165,2,1,4,4,1,2,2,2.9,2.2,3.9,2.89,0,0,1,1,0,0,0,0,0,1952,52,8283691.999999999,8298563.0,2004,18,19971481
6149,3,1195,192,1,1,3,3,1,2,2,2.4,2.7,3.7,2.91,1,0,0,0,0,0,0,1,0,1975,37,14749668.999999985,14570572.0,2012,10,23733926
4230,1,1566,79,2,2,4,3,0,3,3,3.6,4.4,4.1,4.04,1,0,0,1,0,0,0,0,0,1978,31,10550540.000000011,10636824.0,2009,13,20057318
4699,5,2174,4,3,2,5,2,1,2,2,3.7,4.0,2.1,3.15,1,0,0,0,0,0,1,0,0,1987,21,17864902.99999998,18022206.0,2008,14,35682735
3846,7,1566,85,1,1,4,3,0,3,1,4.2,4.6,4.0,4.21,1,0,0,0,0,0,0,1,0,1983,28,18012039.000000022,18000630.0,2011,11,30787185
3675,3,902,120,1,1,3,3,0,3,2,4.4,5.0,2.8,4.16,0,0,1,0,0,0,0,1,0,2003,4,8940061.0,8994939.0,2007,15,18699832
1206,6,1952,53,2,1,5,5,1,2,1,3.9,2.6,2.4,3.5032537884152344,1,0,0,0,0,0,1,0,0,1965,42,21846938.0,21874104.0,2007,15,45474691
4084,5,1778,92,3,2,5,2,0,2,2,2.6,2.6,4.0,3.16,0,0,1,0,0,0,0,1,0,2001,7,11042827.999999987,11606419.0,2008,14,22979915
509,1,1370,178,2,2,4,5,1,3,2,3.6,2.6,5.0,3.86,0,0,1,0,0,0,1,0,0,1995,14,9672764.999999993,9559151.0,2009,13,18025204
3483,1,783,174,1,1,2,1,1,2,2,3.5,4.3,3.2,3.62,0,1,0,0,0,0,0,0,1,1963,47,7492346.000000006,7338298.5,2010,12,13178529
5012,6,1637,182,1,1,4,5,0,2,2,4.0,2.6,3.9,3.61,0,0,1,0,0,0,0,0,1,1977,35,14126527.0,13881450.0,2012,10,22611419
927,4,1697,41,2,1,4,2,0,3,2,2.4,3.4,3.4,3.15,1,0,0,0,1,0,0,0,0,1996,14,13287452.000000022,13341973.0,2010,12,23960266
1882,5,1524,61,2,1,4,5,0,2,3,4.2,3.6,3.6,3.78,0,0,1,0,0,0,1,0,0,1991,17,10543400.999999994,10737725.0,2008,14,21259961
3334,4,1590,59,2,1,4,5,0,1,3,4.6,3.9,4.0,4.11,0,0,1,0,0,0,0,0,1,1970,36,11456001.999999994,11458430.0,2006,16,25012315
3005,1,1375,38,2,2,4,5,1,3,1,2.6,3.1,2.3,2.63,0,1,0,0,0,1,0,0,0,1983,26,7478592.000000002,7589828.0,2009,13,14311752
7016,3,851,188,1,1,3,4,0,1,1,4.0,5.0,2.7,4.01,0,1,0,0,0,0,1,0,0,2006,7,6777465.999999995,6753224.5,2013,9,10476467
5017,5,1931,153,3,2,5,2,0,3,2,2.2,2.1,3.5,2.69,1,0,0,0,0,0,0,1,0,2004,7,16263176.999999974,17206390.0,2011,11,29428766
5114,3,1108,30,1,1,3,3,0,3,3,2.1,4.4,2.3,3.08,1,0,0,0,0,0,1,0,0,1994,17,13052630.000000007,13179594.0,2011,11,22541578
4768,2,1001,68,1,1,3,4,1,3,2,4.3,3.8,4.4,4.25,0,1,0,1,0,0,0,0,0,1982,28,7305239.000000004,7068576.5,2010,12,12694147
6743,1,614,66,1,1,2,4,0,1,2,3.1,4.9,3.1,3.64,0,1,0,0,0,0,1,0,0,1989,22,5101865.000000001,5425928.5,2011,11,9280179
28,2,730,185,1,1,2,5,1,1,3,2.7,4.6,4.9,4.18,0,1,0,0,0,0,0,1,0,1972,39,9166824.000000002,8962521.0,2011,11,15328952
3480,4,1660,107,2,1,4,2,1,3,2,2.4,3.2,5.0,3.54,0,0,1,0,1,0,0,0,0,1999,11,9721331.0,9843178.0,2010,12,17676933
1825,2,1018,66,1,1,3,2,1,2,1,3.6,4.4,3.0,3.46,0,0,1,0,0,0,1,0,0,2001,8,9692412.000000015,9538461.0,2009,13,17986190
5549,5,1420,161,2,1,4,4,0,2,3,4.4,4.0,4.1,4.16,1,0,0,0,0,0,0,0,1,1992,20,14640103.000000007,14160665.0,2012,10,23066231
5675,3,1093,173,1,1,3,2,0,3,2,4.0,3.0,2.7,3.21,0,0,1,0,0,0,0,0,1,1995,18,9980696.000000013,10143864.0,2013,9,15736462
1144,1,847,36,1,1,2,2,1,3,1,2.7,2.5,3.5,2.96,0,1,0,0,0,0,0,0,1,1980,30,7195583.999999994,7231732.5,2010,12,12987152
1162,1,1611,28,2,2,4,4,1,1,2,3.4,2.7,2.1,2.67,1,0,0,0,0,0,0,1,0,1967,44,13410143.999999978,12863048.0,2011,11,22000177
6693,3,1197,29,1,1,3,2,0,1,1,2.0,2.9,3.2,2.72,0,1,0,0,0,0,0,0,1,1981,28,8786513.000000007,8720772.0,2009,13,16444316
3802,3,732,96,1,1,2,3,1,1,3,2.9,2.1,4.6,3.09,0,1,0,0,0,0,1,0,0,2007,4,8321679.9999999935,8436404.0,2011,11,14429113
552,5,2271,168,4,2,6,3,0,3,3,2.3,3.9,2.4,2.82,1,0,0,0,0,0,1,0,0,1998,13,18363694.999999985,18244490.0,2011,11,31204269
4147,2,1135,172,1,1,3,3,1,2,3,2.0,3.2,2.6,2.54,0,1,0,0,0,0,0,0,1,1975,34,11521301.000000006,11607305.0,2009,13,21887304
4834,4,1733,49,2,1,4,3,1,2,2,2.3,3.1,2.6,2.75,0,1,0,1,0,0,0,0,0,1966,40,8376503.999999995,8378914.0,2006,16,18290118
793,1,612,32,1,1,2,4,1,2,1,4.0,4.4,4.5,4.32,1,0,0,1,0,0,0,0,0,1984,25,5592170.000000005,5147116.0,2009,13,9705654
1122,1,850,99,1,1,2,1,0,3,3,4.3,4.2,2.3,3.47,0,1,0,1,0,0,0,0,0,1981,30,4122469.0000000033,4245340.0,2011,11,7260972
1233,1,1319,55,1,1,3,4,0,3,1,4.7,5.0,3.7,4.39,0,1,0,0,1,0,0,0,0,1970,40,5017051.000000001,5199654.5,2010,12,9337832
2965,4,1628,114,2,1,4,3,1,3,2,2.1,3.3,2.1,2.64,0,0,1,0,0,0,0,1,0,1999,10,11504010.0,11523304.0,2009,13,21728908
2296,5,2435,47,4,2,6,4,0,2,3,2.1,4.3,3.9,3.48,0,1,0,0,0,0,0,0,1,1996,15,13582686.999999978,13652534.0,2011,11,23350466
6512,4,1505,96,2,1,4,1,1,1,1,3.1,4.6,3.2,3.81,1,0,0,0,0,1,0,0,0,1997,10,12912975.000000015,13536785.0,2007,15,28142003
5951,3,1155,99,1,1,3,3,1,3,1,3.3,4.4,2.7,3.56,0,1,0,0,0,0,0,0,1,1996,18,10224803.000000006,10266902.0,2014,8,15168890
2699,6,1996,170,2,1,5,2,0,1,3,3.7,4.1,2.1,3.16,1,0,0,0,0,0,1,0,0,1979,31,21632142.00000002,21595608.0,2010,12,38782609
6244,3,1032,153,1,1,3,4,0,3,3,2.1,3.4,3.0,2.89,1,0,0,0,0,0,1,0,0,1973,33,12193866.999999985,12654667.0,2006,16,27623551
1132,3,991,105,1,1,3,5,0,3,2,2.2,4.8,4.6,3.96,0,1,0,0,0,0,0,0,1,1980,32,9054244.999999985,9110817.0,2012,10,14840560
4421,6,1781,153,1,1,4,3,1,3,3,2.8,2.7,3.7,3.135,0,0,1,0,0,0,1,0,0,1983,25,14478626.000000017,14728414.0,2008,14,29161252
5558,4,1860,57,3,2,5,1,1,3,3,2.6,4.3,3.7,3.7,1,0,0,1,0,0,0,0,0,1997,7,15423812.999999994,15639577.0,2004,18,37638506
6248,1,931,86,1,1,3,2,0,1,2,4.7,5.0,4.9,3.5032537884152344,0,1,0,0,0,1,0,0,0,1985,25,5398416.000000004,5383616.0,2010,12,9668200
5155,6,1776,41,1,1,4,1,1,3,1,4.0,4.8,3.1,3.84,0,0,1,0,0,0,1,0,0,1973,36,12818634.999999996,13238498.0,2009,13,24963162
2192,3,939,191,1,1,3,4,1,2,1,3.8,4.9,2.1,3.73,1,0,0,0,0,0,0,0,1,1982,31,12870818.000000004,12805326.0,2013,9,19865263
2406,3,1237,41,2,1,4,2,0,2,1,3.5,4.7,2.8,3.77,0,0,1,0,0,0,0,0,1,1977,37,9945356.0,9960973.0,2014,8,14716893
301,1,1497,24,2,2,4,1,1,2,3,4.4,3.8,4.8,4.38,0,1,0,1,0,0,0,0,0,1976,35,7319927.999999997,7304045.0,2011,11,12492395
2800,5,1368,144,2,1,4,5,1,3,2,3.8,3.7,4.0,3.85,0,0,1,0,0,0,0,0,1,1988,23,11471764.999999987,11605246.0,2011,11,19848908
5216,2,1208,183,2,2,4,3,0,2,2,3.8,4.6,2.4,3.26,0,1,0,1,0,0,0,0,0,1988,20,7444830.000000001,7667688.0,2008,14,15181497
6521,6,1572,113,1,1,4,4,1,3,1,3.8,3.4,5.0,4.18,0,1,0,0,0,0,0,1,0,1980,34,11963035.000000004,12114546.0,2014,8,17898701
5483,3,708,186,1,1,2,4,1,2,3,4.0,2.9,3.2,3.32,0,0,1,0,0,0,0,0,1,1991,22,9893575.999999998,9803232.0,2013,9,15208030
975,3,700,66,1,1,2,4,1,2,1,3.6,3.5,3.9,3.65,0,1,0,0,0,0,1,0,0,1997,13,7301516.0,7184609.5,2010,12,12902526
5886,5,2235,74,4,2,6,2,1,3,2,4.2,3.1,3.0,3.39,1,0,0,0,0,0,0,1,0,1999,13,19297923.999999985,19264400.0,2012,10,31379677
745,4,1823,200,3,2,5,5,1,3,3,2.7,4.3,4.9,4.08,0,1,0,0,0,1,0,0,0,1963,44,10803163.000000006,10572745.0,2007,15,21979977
4426,7,1704,137,1,1,4,4,0,2,2,4.1,4.2,3.6,3.9,1,0,0,0,0,0,0,0,1,1999,10,20999216.999999963,20651568.0,2009,13,38941611
6327,2,1155,150,1,1,3,2,0,1,1,2.3,2.3,5.0,3.65,1,0,0,0,0,0,0,0,1,1984,23,14060743.000000004,14075734.0,2007,15,29262440
1854,2,712,37,1,1,2,3,0,2,1,4.7,2.6,4.2,4.03,0,1,0,0,0,0,0,1,0,1996,15,7229233.999999997,7119927.0,2011,11,12177491
1534,1,1450,114,2,2,4,4,0,3,3,2.0,3.3,2.7,2.67,0,1,0,0,0,1,0,0,0,1972,39,7289883.999999999,7258631.0,2011,11,12414722
5212,2,616,86,1,1,2,2,0,3,3,2.1,3.1,2.7,2.6,0,0,1,0,1,0,0,0,0,1971,37,5551041.999999997,5689806.5,2008,14,11265427
4034,5,1373,184,2,1,4,1,0,2,3,4.0,2.7,4.8,3.93,0,0,1,0,0,0,1,0,0,1985,24,9079105.999999989,9562269.0,2009,13,18031084
5236,1,1149,21,1,1,3,2,0,1,2,4.0,4.1,3.3,3.75,0,1,0,0,0,0,1,0,0,1983,27,6554314.999999997,6552682.0,2010,12,11767675
6784,4,1677,137,2,1,4,5,1,3,2,4.7,3.3,2.0,3.26,0,0,1,0,1,0,0,0,0,1978,26,10143307.000000017,9729726.0,2004,18,23415745
1410,5,2450,78,4,2,6,4,0,3,3,4.8,3.4,4.5,4.26,0,1,0,0,0,0,1,0,0,1999,12,12231790.000000006,12064301.0,2011,11,20634048
3177,5,1488,185,2,1,4,1,0,3,2,2.8,3.3,2.2,2.71,1,0,0,0,0,0,1,0,0,2002,8,12807413.000000013,12877801.0,2010,12,23126680
6637,3,1142,131,1,1,3,3,1,3,3,2.2,3.3,4.9,3.45,0,0,1,0,0,0,0,0,1,1999,8,12123842.00000002,12320259.0,2007,15,25612933
386,4,1550,53,2,1,4,1,1,1,3,3.5,2.1,3.4,2.84,1,0,0,1,0,0,0,0,0,1990,14,13129341.000000019,13541820.0,2004,18,32590004
141,1,1344,129,2,2,4,5,0,3,3,4.6,4.2,3.3,3.96,1,0,0,0,0,0,1,0,0,1959,50,11522927.000000015,11625606.0,2009,13,21921813
1038,3,904,98,1,1,3,2,0,3,3,2.8,3.3,3.8,3.3,0,0,1,0,0,0,1,0,0,1975,33,8058953.000000001,7858540.5,2008,14,15559372
2563,1,737,160,1,1,2,3,1,3,2,2.5,4.3,3.0,3.24,0,1,0,1,0,0,0,0,0,1995,16,4713209.999999996,4770493.0,2011,11,8159161
1506,3,826,116,1,1,3,2,1,2,2,3.4,4.4,2.9,3.65,0,1,0,0,0,0,0,0,1,1994,20,9432892.999999996,9424027.0,2014,8,13923579
955,3,976,64,1,1,3,2,1,3,2,4.6,4.7,2.2,3.5032537884152344,1,0,0,0,0,0,1,0,0,1989,22,12373672.999999993,12464749.0,2011,11,21318950
3296,6,1993,69,2,1,5,5,1,3,3,2.5,3.1,3.6,3.09,0,0,1,0,0,0,1,0,0,2001,14,16330612.999999998,16389917.0,2015,7,23062259
6178,4,1545,157,2,1,4,2,1,1,3,3.2,3.4,2.6,3.11,0,0,1,0,0,1,0,0,0,1987,22,10139179.999999993,10170890.0,2009,13,19178730
6790,1,1617,87,2,2,4,1,0,3,1,4.6,4.2,2.1,3.48,0,1,0,1,0,0,0,0,0,1979,31,5075636.999999998,5301602.0,2010,12,9520915
4478,1,1140,161,1,1,3,1,1,2,1,3.8,2.0,3.5,3.14,0,1,0,0,1,0,0,0,0,1966,44,5356050.000000003,5226047.5,2010,12,9385230
3894,3,1180,16,1,1,3,1,0,3,3,2.4,3.5,4.4,3.44,0,0,1,0,0,0,1,0,0,1980,27,9227664.000000004,9015860.0,2007,15,18743325
3585,3,1250,47,2,1,4,3,1,3,2,4.5,4.5,3.4,4.17,1,0,0,0,0,0,0,0,1,1996,17,16225690.000000004,16200019.0,2013,9,25131546
3625,1,1635,122,2,2,4,5,0,3,1,4.6,2.9,4.4,4.01,1,0,0,0,1,0,0,0,0,2005,5,11204891.0,10983666.0,2010,12,19725086
3502,1,968,186,1,1,3,1,0,3,1,2.3,3.7,3.0,3.0,0,1,0,0,0,0,0,1,0,1998,12,6143259.000000002,6072673.0,2010,12,10905648
1819,1,1311,48,1,1,3,2,0,3,2,4.0,3.6,2.7,3.36,0,1,0,0,0,0,1,0,0,1981,29,6878459.000000004,6967854.0,2010,12,12513264
54,2,718,75,1,1,2,1,1,1,1,2.0,3.9,3.4,3.08,0,0,1,0,1,0,0,0,0,1977,30,5837412.999999999,6134852.5,2007,15,12753917
5141,3,807,188,1,1,3,5,0,3,1,4.2,3.5,4.9,4.13,0,0,1,0,0,0,0,0,1,1980,34,8183009.999999994,8470683.0,2014,8,12515056
5972,2,647,28,1,1,2,5,1,3,2,4.7,4.5,3.3,3.96,0,1,0,0,0,1,0,0,0,1991,16,7478208.999999996,7745357.0,2007,15,16102040
687,1,1647,127,2,2,4,2,1,2,1,2.8,4.6,4.2,3.9,0,0,1,0,0,0,0,0,1,1995,15,10853737.000000006,10405435.0,2010,12,18686666
5723,2,1138,194,1,1,3,3,0,3,2,4.2,4.2,2.3,3.25,0,1,0,0,0,1,0,0,0,1988,23,8043127.0,8096314.0,2011,11,13847444
3475,2,1199,190,1,1,3,3,0,1,3,3.9,2.6,4.7,4.04,0,0,1,0,0,0,1,0,0,1987,20,10297147.999999996,9629385.0,2007,15,20018799
3836,1,615,61,1,1,2,2,0,2,2,3.8,5.0,2.6,3.68,1,0,0,0,0,0,0,1,0,1993,19,7786864.000000001,7487331.0,2012,10,12196073
7065,1,946,191,1,1,3,2,0,1,1,2.2,2.5,2.0,2.21,0,0,1,0,0,0,0,0,1,1970,42,6470363.000000003,6704678.0,2012,10,10921213
669,4,1672,190,2,1,4,3,1,3,2,4.3,2.8,4.1,3.57,0,1,0,1,0,0,0,0,0,1963,44,7895143.999999997,8006363.0,2007,15,16644653
5471,4,1501,117,2,1,4,2,1,3,1,2.8,3.4,3.1,3.16,0,0,1,0,1,0,0,0,0,1999,12,8603315.000000006,8836167.0,2011,11,15112844
6200,7,1884,77,2,1,5,3,1,1,1,4.0,2.2,3.3,3.235,1,0,0,0,0,0,1,0,0,2003,11,21543051.0,21593548.0,2014,8,31903505
4527,6,1898,86,2,1,5,2,1,3,1,2.7,2.4,2.1,2.385,0,1,0,0,0,0,0,1,0,2007,6,13617394.000000015,13524810.0,2013,9,20981419
575,6,1689,48,1,1,4,4,0,2,2,3.2,2.5,3.1,2.985,0,0,1,0,0,0,0,0,1,1981,28,13952606.999999996,13928181.0,2009,13,26263662
1262,1,947,102,1,1,3,3,1,3,3,4.4,4.5,3.3,3.99,0,0,1,1,0,0,0,0,0,1965,47,5800068.999999997,5991533.0,2012,10,9759575
2333,5,1397,190,2,1,4,3,1,3,2,4.3,3.7,2.1,3.24,1,0,0,0,0,0,1,0,0,1993,17,13323845.000000002,13689535.0,2010,12,24584438
6887,4,1633,10,2,1,4,2,0,2,2,3.1,4.2,4.2,3.93,0,0,1,0,0,0,0,0,1,1957,47,10659671.000000007,10487686.0,2004,18,25239866
2740,5,2182,94,3,2,5,5,1,2,3,4.6,2.0,3.3,3.3,0,0,1,0,0,0,1,0,0,1991,20,13743248.999999994,13489463.0,2011,11,23071559
5234,7,1881,14,2,1,5,4,1,1,3,2.4,4.5,2.8,3.105,1,0,0,0,0,0,0,0,1,1990,19,23843332.99999996,24150392.0,2009,13,45539165
79,3,1233,24,2,1,4,3,0,3,3,2.2,2.0,4.6,2.84,0,1,0,0,0,0,0,0,1,1975,33,10170567.999999998,10304727.0,2008,14,20402654
4649,3,1156,187,1,1,3,2,1,3,3,3.0,4.1,2.1,3.17,1,0,0,0,0,0,0,1,0,1993,16,15147789.000000019,15245267.0,2009,13,28747224
2735,3,1254,27,2,1,4,5,1,3,2,4.5,4.8,2.5,4.02,0,1,0,0,0,0,0,1,0,2010,4,11308890.999999998,11396681.0,2014,8,16838088
662,3,958,88,1,1,3,3,1,2,2,3.7,2.4,4.5,3.42,1,0,0,0,0,0,0,1,0,1981,34,12947284.999999981,13166805.0,2015,7,18527016
555,2,1068,167,1,1,3,5,0,3,2,3.8,3.1,4.2,3.86,0,0,1,0,1,0,0,0,0,1968,39,7882773.999999997,7996527.0,2007,15,16624205
6944,5,2047,26,3,2,5,4,1,3,3,4.3,3.7,2.8,3.52,1,0,0,0,0,0,1,0,0,2002,7,18387307.999999996,18030456.0,2009,13,33999113
3017,1,1430,189,2,2,4,2,0,1,1,2.5,2.5,2.5,2.5,0,1,0,0,0,0,1,0,0,2002,10,6876616.999999999,7046769.0,2012,10,11478444
7096,3,1275,3,2,1,4,3,0,1,3,3.9,3.8,4.1,3.92,0,1,0,0,0,0,0,1,0,1988,23,9967386.999999994,9974548.0,2011,11,17059862
3071,7,1885,117,2,1,5,3,0,3,1,4.1,4.4,2.7,3.545,0,1,0,0,0,0,0,0,1,1988,19,13216930.0,13279315.0,2007,15,27606742
1064,3,1231,120,2,1,4,1,0,2,3,5.0,3.7,3.3,3.97,0,0,1,0,0,0,1,0,0,1989,22,9995873.999999994,9633537.0,2011,11,16476617
2730,5,1805,81,3,2,5,3,1,3,3,3.5,2.0,2.3,2.57,0,1,0,0,0,0,1,0,0,1999,11,11027161.999999983,11453426.0,2010,12,20568707
5831,5,1862,101,3,2,5,3,0,3,3,4.7,2.1,5.0,4.04,1,0,0,0,0,0,1,0,0,1992,16,16007858.999999989,16422117.0,2008,14,32514668
4581,1,679,169,1,1,2,3,1,2,1,3.5,4.3,2.0,3.14,0,1,0,1,0,0,0,0,0,1991,19,4153550.0000000005,3978312.2,2010,12,7144477
1555,5,2045,161,3,2,5,2,1,3,2,3.1,2.0,4.5,3.33,1,0,0,0,0,0,0,1,0,1996,13,17923824.00000001,18070946.0,2009,13,34075463
642,6,1969,102,2,1,5,5,1,1,3,4.3,3.0,2.0,3.055,0,0,1,0,0,0,1,0,0,1986,21,15864393.999999985,15854444.0,2007,15,32960250
596,1,888,165,1,1,2,4,0,2,2,3.1,3.4,2.0,2.75,0,1,0,0,0,0,0,1,0,1990,19,6768948.000000002,6528362.0,2009,13,12310200
4761,3,1055,132,1,1,3,4,0,3,2,4.3,3.5,4.3,3.98,0,0,1,0,0,0,0,1,0,1974,36,9101193.000000006,9235089.0,2010,12,16584893
3531,1,1086,134,1,1,3,4,1,3,1,4.7,2.4,3.3,3.45,0,1,0,0,0,0,0,1,0,1965,45,7305776.999999995,7220720.0,2010,12,12967375
2202,1,1632,71,2,2,4,5,0,1,1,3.1,4.1,3.9,3.72,0,0,1,0,0,1,0,0,0,1961,50,7162048.000000001,6944429.5,2011,11,11877331
5426,6,1616,111,1,1,4,5,1,3,3,4.8,4.5,3.5,4.205,0,1,0,0,0,0,0,0,1,1963,44,14091586.999999998,13928845.0,2007,15,28957068
3435,6,1806,68,2,1,5,4,1,2,1,3.9,3.1,3.9,3.7,1,0,0,0,0,0,1,0,0,1976,32,20657351.00000001,20156136.0,2008,14,39907770
2293,2,985,100,1,1,3,4,0,3,3,3.1,3.0,2.7,2.88,0,0,1,0,1,0,0,0,0,1970,40,7714669.000000001,7717302.0,2010,12,13859165
44,5,2492,113,4,2,6,3,0,3,2,4.3,4.6,3.8,4.19,1,0,0,0,0,0,0,1,0,1993,16,19867775.999999974,19741790.0,2009,13,37226089
2045,4,1598,88,2,1,4,2,1,1,1,2.0,3.9,3.9,3.43,1,0,0,1,0,0,0,0,0,1992,17,12303147.000000007,12539004.0,2009,13,23644162
4629,5,2015,142,3,2,5,1,0,3,3,4.8,2.8,4.4,4.04,1,0,0,0,0,0,1,0,0,2002,9,16497540.00000001,16755439.0,2011,11,28657486
2233,3,1027,94,1,1,3,5,0,2,1,5.0,2.8,2.1,3.25,1,0,0,0,0,0,0,1,0,1985,28,12276841.000000007,12054595.0,2013,9,18700633
2940,4,1611,115,2,1,4,4,1,3,1,2.7,2.1,3.8,2.76,0,1,0,0,0,0,0,1,0,1996,12,9928008.999999993,10258446.0,2008,14,20311021
5764,7,1608,140,1,1,4,5,1,3,1,4.3,2.5,2.9,3.22,1,0,0,0,0,0,0,0,1,1975,39,20210984.000000015,20076330.0,2014,8,29661883
6867,1,1623,138,2,2,4,1,1,3,2,2.0,4.8,2.4,3.0,0,1,0,0,0,1,0,0,0,1990,19,8438318.000000004,8373250.5,2009,13,15789012
